Date.code,Est.code,Site,Subsite,Transect,Rep.quadrat,Field.code,Field.subcode,Rep.quadrat.num,Period.code,WP,Lat.DD,Long.DD,Time.AEST,Depth.m,Ind.ABG,Ind.TOT,Ind.BELOW,Prop.BELOW,Ind.W,Prop.Weed,Habitat,Seagrass.sp,Gear,Temp.C,Sal.ppt,DO.mg.L,DO.perc,Cond.ms.cm,pH,Turb.ntu,Author,Entered.by,Field.notes
220131,LIL,2,A,6,7,220131.LIL.2A6.7,220131.LIL.2A6,7,202201,97,-34.52317,150.863988,31/01/2022 14:02,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,8,220131.LIL.2A6.8,220131.LIL.2A6,8,202201,98,-34.523164,150.863993,31/01/2022 14:03,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,9,220131.LIL.2A6.9,220131.LIL.2A6,9,202201,99,-34.523145,150.864007,31/01/2022 14:04,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,10,220131.LIL.2A6.10,220131.LIL.2A6,10,202201,100,-34.523128,150.864017,31/01/2022 14:04,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,11,220131.LIL.2A6.11,220131.LIL.2A6,11,202201,101,-34.523123,150.864008,31/01/2022 14:05,0.5,0,1,1,1,0,0,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,12,220131.LIL.2A6.12,220131.LIL.2A6,12,202201,102,-34.523116,150.864002,31/01/2022 14:05,0.5,1,1,0,0,0,0,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,13,220131.LIL.2A6.13,220131.LIL.2A6,13,202201,103,-34.523108,150.864012,31/01/2022 14:06,0.5,1,1,0,0,1,1,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,13X,220131.LIL.2A6.13X,220131.LIL.2A6,130,202201,115,-34.523062,150.864035,31/01/2022 14:18,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,13Y,220131.LIL.2A6.13Y,220131.LIL.2A6,131,202201,116,-34.523065,150.864013,31/01/2022 14:18,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,14,220131.LIL.2A6.14,220131.LIL.2A6,14,202201,104,-34.52309,150.864012,31/01/2022 14:07,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,15,220131.LIL.2A6.15,220131.LIL.2A6,15,202201,105,-34.523089,150.864035,31/01/2022 14:08,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,16,220131.LIL.2A6.16,220131.LIL.2A6,16,202201,106,-34.523046,150.864046,31/01/2022 14:08,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,17,220131.LIL.2A6.17,220131.LIL.2A6,17,202201,107,-34.52304,150.864042,31/01/2022 14:08,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,18,220131.LIL.2A6.18,220131.LIL.2A6,18,202201,108,-34.523025,150.864049,31/01/2022 14:09,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,19,220131.LIL.2A6.19,220131.LIL.2A6,19,202201,109,-34.523016,150.864059,31/01/2022 14:09,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,6,20,220131.LIL.2A6.20,220131.LIL.2A6,20,202201,110,-34.52303,150.864028,31/01/2022 14:09,0.5,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,1,220131.LIL.2A4.1,220131.LIL.2A4,1,202201,117,-34.523085,150.863927,31/01/2022 14:27,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,2,220131.LIL.2A4.2,220131.LIL.2A4,2,202201,118,-34.523071,150.86393,31/01/2022 14:28,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,2X,220131.LIL.2A4.2X,220131.LIL.2A4,20,202201,119,-34.523063,150.863927,31/01/2022 14:29,0.4,0,0,0,NA,0,NA,SPARSE,ZOSTERA,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,2Y,220131.LIL.2A4.2Y,220131.LIL.2A4,21,202201,120,-34.523075,150.863938,31/01/2022 14:29,0.4,0,0,0,NA,0,NA,SPARSE,ZOSTERA,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,3,220131.LIL.2A4.3,220131.LIL.2A4,3,202201,122,-34.523068,150.86395,31/01/2022 14:30,0.4,0,0,0,NA,0,NA,SPARSE,ZOSTERA,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,4,220131.LIL.2A4.4,220131.LIL.2A4,4,202201,123,-34.523056,150.863942,31/01/2022 14:30,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,5,220131.LIL.2A4.5,220131.LIL.2A4,5,202201,124,-34.523054,150.863945,31/01/2022 14:30,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,6,220131.LIL.2A4.6,220131.LIL.2A4,6,202201,125,-34.523044,150.863958,31/01/2022 14:31,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,7,220131.LIL.2A4.7,220131.LIL.2A4,7,202201,127,-34.523026,150.863965,31/01/2022 14:32,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,7X,220131.LIL.2A4.7X,220131.LIL.2A4,70,202201,128,-34.523025,150.863963,31/01/2022 14:33,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,7Y,220131.LIL.2A4.7Y,220131.LIL.2A4,71,202201,129,-34.523031,150.86396,31/01/2022 14:33,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,8,220131.LIL.2A4.8,220131.LIL.2A4,8,202201,130,-34.523012,150.863966,31/01/2022 14:33,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,9,220131.LIL.2A4.9,220131.LIL.2A4,9,202201,131,-34.523004,150.863978,31/01/2022 14:34,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,10,220131.LIL.2A4.10,220131.LIL.2A4,10,202201,132,-34.523,150.863981,31/01/2022 14:34,0.4,0,1,1,1,0,0,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,11,220131.LIL.2A4.11,220131.LIL.2A4,11,202201,133,-34.522985,150.864005,31/01/2022 14:35,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,12,220131.LIL.2A4.12,220131.LIL.2A4,12,202201,134,-34.522986,150.864002,31/01/2022 14:35,0.4,1,3,2,0.666666667,1,0.333333333,SPARSE,ZOSTERA,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,13,220131.LIL.2A4.13,220131.LIL.2A4,13,202201,135,-34.52297,150.864007,31/01/2022 14:37,0.4,1,1,0,0,1,1,SPARSE,ZOSTERA,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,14,220131.LIL.2A4.14,220131.LIL.2A4,14,202201,136,-34.522976,150.863991,31/01/2022 14:39,0.4,1,2,1,0.5,1,0.5,SPARSE,ZOSTERA,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,15,220131.LIL.2A4.15,220131.LIL.2A4,15,202201,137,-34.522978,150.864004,31/01/2022 14:40,0.4,0,0,0,NA,0,NA,SPARSE,ZOSTERA,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,16,220131.LIL.2A4.16,220131.LIL.2A4,16,202201,138,-34.522971,150.864019,31/01/2022 14:41,0.4,0,0,0,NA,0,NA,SPARSE,ZOSTERA,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,17,220131.LIL.2A4.17,220131.LIL.2A4,17,202201,139,-34.522948,150.864012,31/01/2022 14:42,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,18,220131.LIL.2A4.18,220131.LIL.2A4,18,202201,140,-34.522937,150.864028,31/01/2022 14:42,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,19,220131.LIL.2A4.19,220131.LIL.2A4,19,202201,141,-34.522944,150.864025,31/01/2022 14:42,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,20,220131.LIL.2A4.20,220131.LIL.2A4,20,202201,142,-34.522933,150.86403,31/01/2022 14:43,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,20X,220131.LIL.2A4.20X,220131.LIL.2A4,200,202201,143,-34.522939,150.864038,31/01/2022 14:44,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,4,20Y,220131.LIL.2A4.20Y,220131.LIL.2A4,201,202201,144,-34.522931,150.864046,31/01/2022 14:44,0.4,0,0,0,NA,0,NA,BARE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,1,220131.LIL.2A3.1,220131.LIL.2A3,1,202201,145,-34.523217,150.865003,31/01/2022 14:52,0.5,1,1,0,0,1,1,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,2,220131.LIL.2A3.2,220131.LIL.2A3,2,202201,146,-34.523201,150.865004,31/01/2022 14:54,0.5,2,2,0,0,1,0.5,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,3,220131.LIL.2A3.3,220131.LIL.2A3,3,202201,147,-34.52321,150.864991,31/01/2022 14:57,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,4,220131.LIL.2A3.4,220131.LIL.2A3,4,202201,148,-34.5232,150.864983,31/01/2022 14:57,0.5,0,1,1,1,1,1,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,5,220131.LIL.2A3.5,220131.LIL.2A3,5,202201,149,-34.523199,150.864969,31/01/2022 14:59,0.5,0,2,2,1,1,0.5,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,6,220131.LIL.2A3.6,220131.LIL.2A3,6,202201,150,-34.523185,150.864956,31/01/2022 15:01,0.5,0,0,0,NA,0,NA,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,7,220131.LIL.2A3.7,220131.LIL.2A3,7,202201,151,-34.523177,150.864965,31/01/2022 15:02,0.5,1,1,0,0,1,1,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,8,220131.LIL.2A3.8,220131.LIL.2A3,8,202201,152,-34.523165,150.864927,31/01/2022 15:04,0.5,1,1,0,0,1,1,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,8X,220131.LIL.2A3.8X,220131.LIL.2A3,80,202201,153,-34.523173,150.86493,31/01/2022 15:06,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,8Y,220131.LIL.2A3.8Y,220131.LIL.2A3,81,202201,154,-34.523162,150.864931,31/01/2022 15:06,0.5,1,1,0,0,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,9,220131.LIL.2A3.9,220131.LIL.2A3,9,202201,155,-34.523168,150.864938,31/01/2022 15:07,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220132,LIL,2,A,3,9x,220132.LIL.2A3.9x,220132.LIL.2A3,90,202201,157,-34.523148,150.864931,31/01/2022 15:07,0.5,3,3,0,0,1,0.333333333,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220133,LIL,2,A,3,9y,220133.LIL.2A3.9y,220133.LIL.2A3,91,202201,158,-34.523155,150.864946,31/01/2022 15:08,0.5,0,2,2,1,1,0.5,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,10,220131.LIL.2A3.10,220131.LIL.2A3,10,202201,156,-34.523137,150.864934,31/01/2022 15:11,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,11,220131.LIL.2A3.11,220131.LIL.2A3,11,202201,159,-34.523167,150.864901,31/01/2022 15:12,0.5,1,1,0,0,1,1,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220132,LIL,2,A,3,11X,220132.LIL.2A3.11X,220132.LIL.2A3,110,202201,160,-34.523177,150.864918,31/01/2022 15:14,0.5,1,1,0,0,1,1,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220133,LIL,2,A,3,11Y,220133.LIL.2A3.11Y,220133.LIL.2A3,111,202201,161,-34.523152,150.864915,31/01/2022 15:15,0.5,0,0,0,NA,0,NA,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,12,220131.LIL.2A3.12,220131.LIL.2A3,12,202201,162,-34.523161,150.864897,31/01/2022 15:16,0.5,1,3,2,0.666666667,2,0.666666667,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,13,220131.LIL.2A3.13,220131.LIL.2A3,13,202201,163,-34.523153,150.864887,31/01/2022 15:18,0.5,1,1,0,0,1,1,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,14,220131.LIL.2A3.14,220131.LIL.2A3,14,202201,164,-34.523158,150.864872,31/01/2022 15:20,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,15,220131.LIL.2A3.15,220131.LIL.2A3,15,202201,165,-34.523138,150.864892,31/01/2022 15:21,0.5,0,0,0,NA,0,NA,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,16,220131.LIL.2A3.16,220131.LIL.2A3,16,202201,166,-34.523145,150.864864,31/01/2022 15:21,0.5,1,1,0,0,1,1,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,17,220131.LIL.2A3.17,220131.LIL.2A3,17,202201,167,-34.523125,150.864876,31/01/2022 15:22,0.5,1,2,1,0.5,1,0.5,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,18,220131.LIL.2A3.18,220131.LIL.2A3,18,202201,168,-34.523154,150.864888,31/01/2022 15:24,0.5,0,0,0,NA,0,NA,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,19,220131.LIL.2A3.19,220131.LIL.2A3,19,202201,169,-34.523133,150.864833,31/01/2022 15:24,0.5,0,0,0,NA,0,NA,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,3,20,220131.LIL.2A3.20,220131.LIL.2A3,20,202201,170,-34.523135,150.864855,31/01/2022 15:24,0.5,0,0,0,NA,0,NA,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,CG,GPS 3
220131,LIL,2,A,5,1,220131.LIL.2A5.1,220131.LIL.2A5,1,202201,171,-34.523966,150.864995,31/01/2022 15:33,0.5,0,1,1,1,0,0,SPARSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,2,220131.LIL.2A5.2,220131.LIL.2A5,2,202201,172,-34.523951,150.864991,31/01/2022 15:34,0.5,1,1,0,0,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,3,220131.LIL.2A5.3,220131.LIL.2A5,3,202201,173,-34.523941,150.865007,31/01/2022 15:36,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,4,220131.LIL.2A5.4,220131.LIL.2A5,4,202201,174,-34.523926,150.864993,31/01/2022 15:37,0.5,0,1,1,1,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,5,220131.LIL.2A5.5,220131.LIL.2A5,5,202201,175,-34.523932,150.865021,31/01/2022 15:39,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,5X,220131.LIL.2A5.5X,220131.LIL.2A5,50,202201,176,-34.523913,150.865009,31/01/2022 15:40,0.5,0,1,1,1,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,5Y,220131.LIL.2A5.5Y,220131.LIL.2A5,51,202201,177,-34.523916,150.865001,31/01/2022 15:42,0.5,1,4,3,0.75,1,0.25,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,6,220131.LIL.2A5.6,220131.LIL.2A5,6,202201,178,-34.523897,150.865001,31/01/2022 15:44,0.5,1,2,1,0.5,1,0.5,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,7,220131.LIL.2A5.7,220131.LIL.2A5,7,202201,179,-34.523931,150.864998,31/01/2022 14:27,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,8,220131.LIL.2A5.8,220131.LIL.2A5,8,202201,180,-34.523901,150.865001,31/01/2022 14:28,0.5,1,1,0,0,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,9,220131.LIL.2A5.9,220131.LIL.2A5,9,202201,181,-34.523914,150.864999,31/01/2022 14:29,0.5,2,2,0,0,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,10,220131.LIL.2A5.10,220131.LIL.2A5,10,202201,182,-34.52393,150.86503,31/01/2022 14:29,0.5,4,4,0,0,2,0.5,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,11,220131.LIL.2A5.11,220131.LIL.2A5,11,202201,183,-34.523888,150.865012,31/01/2022 14:30,0.5,0,1,1,1,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,12,220131.LIL.2A5.12,220131.LIL.2A5,12,202201,184,-34.523887,150.865019,31/01/2022 14:30,0.5,2,2,0,0,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,13,220131.LIL.2A5.13,220131.LIL.2A5,13,202201,185,-34.52388,150.865016,31/01/2022 14:30,0.5,2,2,0,0,1,0.5,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,14,220131.LIL.2A5.14,220131.LIL.2A5,14,202201,186,-34.523886,150.865013,31/01/2022 14:30,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,15,220131.LIL.2A5.15,220131.LIL.2A5,15,202201,187,-34.523854,150.86504,31/01/2022 14:31,0.5,1,1,0,0,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,15X,220131.LIL.2A5.15X,220131.LIL.2A5,150,202201,188,-34.523856,150.865041,31/01/2022 14:31,0.5,2,3,1,0.333333333,3,1,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,15Y,220131.LIL.2A5.15Y,220131.LIL.2A5,151,202201,189,-34.523851,150.865032,31/01/2022 14:32,0.5,3,3,0,0,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,16,220131.LIL.2A5.16,220131.LIL.2A5,16,202201,190,-34.523858,150.865019,31/01/2022 14:33,0.5,2,2,0,0,0,0,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,17,220131.LIL.2A5.17,220131.LIL.2A5,17,202201,191,-34.523845,150.865039,31/01/2022 14:33,0.5,0,0,0,NA,0,NA,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
220131,LIL,2,A,5,18,220131.LIL.2A5.18,220131.LIL.2A5,18,202201,192,-34.52383,150.865046,31/01/2022 14:33,0.5,1,2,1,0.5,1,0.5,DENSE,,Q,25.6,34.2,6.7,101.3,52.3,8.59,1.5,CG,BL,GPS 3
